question_template,program,state,model,run_number,prompt_sent,response_json,answer_extracted,source,confidence,timestamp,error
Which agency administers {program} in {state}?,SNAP,RI,qwen/qwen3.6-plus:free,3,Which agency administers SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services (DHS)"",
  ""source"": ""https://dhs.ri.gov/services/food-assistance/supplemental-nutrition-assistance-program-snap"",
  ""confidence"": ""high""
}",Rhode Island Department of Human Services (DHS),https://dhs.ri.gov/services/food-assistance/supplemental-nutrition-assistance-program-snap,high,2026-04-06T02:43:26.079472+00:00,
Which agency administers {program} in {state}?,SNAP,RI,qwen/qwen3.6-plus:free,5,Which agency administers SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services (DHS)"",
  ""source"": ""https://www.dhs.ri.gov/"",
  ""confidence"": ""high""
}",Rhode Island Department of Human Services (DHS),https://www.dhs.ri.gov/,high,2026-04-06T02:44:00.825596+00:00,
Which agency administers {program} in {state}?,SNAP,RI,openai/gpt-oss-120b:free,1,Which agency administers SNAP in Rhode Island?,"{
  ""answer"": ""The Rhode Island Department of Human Services (DHS), specifically its Office of Nutrition Assistance, administers the Supplemental Nutrition Assistance Program (SNAP) in the state."",
  ""source"": ""https://dhs.ri.gov/ProgramsServices/FoodAssistance/SNAP"",
  ""confidence"": ""high""
}","The Rhode Island Department of Human Services (DHS), specifically its Office of Nutrition Assistance, administers the Supplemental Nutrition Assistance Program (SNAP) in the state.",https://dhs.ri.gov/ProgramsServices/FoodAssistance/SNAP,high,2026-04-06T02:44:06.279678+00:00,
Which agency administers {program} in {state}?,SNAP,RI,openai/gpt-oss-120b:free,3,Which agency administers SNAP in Rhode Island?,"{
  ""answer"": ""The Rhode Island Department of Human Services (DHS), specifically its Division of SNAP, administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island."",
  ""source"": ""https://dhs.ri.gov/services/snap"",
  ""confidence"": ""high""
}","The Rhode Island Department of Human Services (DHS), specifically its Division of SNAP, administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island.",https://dhs.ri.gov/services/snap,high,2026-04-06T02:44:16.242848+00:00,
Which agency administers {program} in {state}?,SNAP,RI,openai/gpt-oss-120b:free,5,Which agency administers SNAP in Rhode Island?,"{
  ""answer"": ""The Rhode Island Department of Human Services (RIDHS) – Office of Food Assistance – administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island."",
  ""source"": ""https://dhs.ri.gov/food-assistance/snap"",
  ""confidence"": ""high""
}",The Rhode Island Department of Human Services (RIDHS) – Office of Food Assistance – administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island.,https://dhs.ri.gov/food-assistance/snap,high,2026-04-06T02:44:26.154643+00:00,
Which agency administers {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,1,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services (CDSS) administers the Supplemental Nutrition Assistance Program (SNAP) at the state level, where it is known as CalFresh. Day-to-day administration, eligibility determinations, and benefit distribution are managed locally by individual county social services or human services agencies."",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/calfresh"",
  ""confidence"": ""high""
}","The California Department of Social Services (CDSS) administers the Supplemental Nutrition Assistance Program (SNAP) at the state level, where it is known as CalFresh. Day-to-day administration, eligibility determinations, and benefit distribution are managed locally by individual county social services or human services agencies.",https://www.cdss.ca.gov/food-nutrition/calfresh,high,2026-04-06T02:44:52.705433+00:00,
Which agency administers {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,2,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services (CDSS) administers the Supplemental Nutrition Assistance Program (SNAP), which is known in the state as CalFresh."",
  ""source"": ""https://www.cdss.ca.gov/calfresh"",
  ""confidence"": ""high""
}","The California Department of Social Services (CDSS) administers the Supplemental Nutrition Assistance Program (SNAP), which is known in the state as CalFresh.",https://www.cdss.ca.gov/calfresh,high,2026-04-06T02:45:10.616089+00:00,
Which agency administers {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,3,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services (CDSS) administers SNAP, which is known as CalFresh in California."",
  ""source"": ""https://www.cdss.ca.gov/calfresh"",
  ""confidence"": ""high""
}","The California Department of Social Services (CDSS) administers SNAP, which is known as CalFresh in California.",https://www.cdss.ca.gov/calfresh,high,2026-04-06T02:45:23.983768+00:00,
Which agency administers {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,4,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services (CDSS) administers SNAP at the state level. In California, the program is known as CalFresh and is administered locally by the county departments of social services or welfare departments in each of the state's 58 counties."",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/calfresh"",
  ""confidence"": ""high""
}","The California Department of Social Services (CDSS) administers SNAP at the state level. In California, the program is known as CalFresh and is administered locally by the county departments of social services or welfare departments in each of the state's 58 counties.",https://www.cdss.ca.gov/food-nutrition/calfresh,high,2026-04-06T02:45:44.365369+00:00,
Which agency administers {program} in {state}?,SNAP,CA,openai/gpt-oss-120b:free,1,Which agency administers SNAP in California?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in California is administered by the California Department of Social Services (CDSS) through its Food and Nutrition Assistance Program (FNAP)."",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition-assistance"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in California is administered by the California Department of Social Services (CDSS) through its Food and Nutrition Assistance Program (FNAP).,https://www.cdss.ca.gov/food-nutrition-assistance,high,2026-04-06T02:45:51.753889+00:00,
Which agency administers {program} in {state}?,SNAP,CA,openai/gpt-oss-120b:free,2,Which agency administers SNAP in California?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in California is administered by the California Department of Social Services (CDSS) through its Food and Nutrition Assistance Program (FNAP)."",
  ""source"": ""https://www.cdss.ca.gov/inforesources/county-social-services-offices/food-and-nutrition-assistance-program-fnap"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in California is administered by the California Department of Social Services (CDSS) through its Food and Nutrition Assistance Program (FNAP).,https://www.cdss.ca.gov/inforesources/county-social-services-offices/food-and-nutrition-assistance-program-fnap,high,2026-04-06T02:45:56.950395+00:00,
Which agency administers {program} in {state}?,SNAP,CA,openai/gpt-oss-120b:free,3,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services (CDSS), through its CalFresh program, administers SNAP in California."",
  ""source"": ""https://www.cdss.ca.gov/Community-Services/CalFresh"",
  ""confidence"": ""high""
}","The California Department of Social Services (CDSS), through its CalFresh program, administers SNAP in California.",https://www.cdss.ca.gov/Community-Services/CalFresh,high,2026-04-06T02:46:00.487818+00:00,
Which agency administers {program} in {state}?,SNAP,CA,openai/gpt-oss-120b:free,4,Which agency administers SNAP in California?,"{
  ""answer"": ""The California Department of Social Services, specifically its Food and Nutrition Assistance Program (FNAP) division, administers SNAP in California."",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/fnap"",
  ""confidence"": ""high""
}","The California Department of Social Services, specifically its Food and Nutrition Assistance Program (FNAP) division, administers SNAP in California.",https://www.cdss.ca.gov/food-nutrition/fnap,high,2026-04-06T02:46:05.416422+00:00,
Which agency administers {program} in {state}?,SNAP,CA,openai/gpt-oss-120b:free,5,Which agency administers SNAP in California?,"{
  ""answer"": ""In California, SNAP (referred to as CalFresh) is administered by the California Department of Social Services, Food and Nutrition Division."",
  ""source"": ""https://www.cdss.ca.gov/inforesources/calfresh"",
  ""confidence"": ""high""
}","In California, SNAP (referred to as CalFresh) is administered by the California Department of Social Services, Food and Nutrition Division.",https://www.cdss.ca.gov/inforesources/calfresh,high,2026-04-06T02:46:09.303883+00:00,
Which agency administers {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,1,Which agency administers SNAP in New York?,"{
  ""answer"": ""In New York, SNAP is administered at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). At the local level, the program is administered by the individual county Departments of Social Services, and by the New York City Human Resources Administration (HRA) for residents of New York City."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","In New York, SNAP is administered at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). At the local level, the program is administered by the individual county Departments of Social Services, and by the New York City Human Resources Administration (HRA) for residents of New York City.",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:46:45.071650+00:00,
Which agency administers {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,2,Which agency administers SNAP in New York?,"{
  ""answer"": ""New York State Office of Temporary and Disability Assistance (OTDA)"",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}",New York State Office of Temporary and Disability Assistance (OTDA),https://otda.ny.gov/programs/snap/,high,2026-04-06T02:47:01.482314+00:00,
Which agency administers {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,4,Which agency administers SNAP in New York?,"{
  ""answer"": ""In New York, SNAP is overseen at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). The program is administered locally by the 58 local Departments of Social Services (DSS) throughout the state, with the New York City Human Resources Administration (HRA) serving as the administering agency for New York City."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","In New York, SNAP is overseen at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). The program is administered locally by the 58 local Departments of Social Services (DSS) throughout the state, with the New York City Human Resources Administration (HRA) serving as the administering agency for New York City.",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:47:26.391175+00:00,
Which agency administers {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,5,Which agency administers SNAP in New York?,"{
  ""answer"": ""In New York, the Supplemental Nutrition Assistance Program (SNAP), also known as Food Stamps or the Supplemental Nutrition Assistance Program, is administered at the state level by the Office of Temporary and Disability Assistance (OTDA). At the local level, the program is administered by county departments of social services and, in New York City, by the Human Resources Administration (HRA)."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","In New York, the Supplemental Nutrition Assistance Program (SNAP), also known as Food Stamps or the Supplemental Nutrition Assistance Program, is administered at the state level by the Office of Temporary and Disability Assistance (OTDA). At the local level, the program is administered by county departments of social services and, in New York City, by the Human Resources Administration (HRA).",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:47:54.140107+00:00,
Which agency administers {program} in {state}?,SNAP,NY,openai/gpt-oss-120b:free,1,Which agency administers SNAP in New York?,"{
  ""answer"": ""In New York, the Supplemental Nutrition Assistance Program (SNAP) is administered by the New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services (NYSDSS)."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","In New York, the Supplemental Nutrition Assistance Program (SNAP) is administered by the New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services (NYSDSS).",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:47:58.519699+00:00,
Which agency administers {program} in {state}?,SNAP,NY,openai/gpt-oss-120b:free,2,Which agency administers SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services, administers the Supplemental Nutrition Assistance Program (SNAP) in New York."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services, administers the Supplemental Nutrition Assistance Program (SNAP) in New York.",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:48:02.631066+00:00,
Which agency administers {program} in {state}?,SNAP,NY,openai/gpt-oss-120b:free,3,Which agency administers SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA) administers the Supplemental Nutrition Assistance Program (SNAP) in New York."",
  ""source"": ""https://otda.ny.gov/programs/food-assistance/snap/"",
  ""confidence"": ""high""
}",The New York State Office of Temporary and Disability Assistance (OTDA) administers the Supplemental Nutrition Assistance Program (SNAP) in New York.,https://otda.ny.gov/programs/food-assistance/snap/,high,2026-04-06T02:48:06.692892+00:00,
Which agency administers {program} in {state}?,SNAP,NY,openai/gpt-oss-120b:free,4,Which agency administers SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA), specifically its Food and Nutrition Services (FNS) division, administers the Supplemental Nutrition Assistance Program (SNAP) in New York."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA), specifically its Food and Nutrition Services (FNS) division, administers the Supplemental Nutrition Assistance Program (SNAP) in New York.",https://otda.ny.gov/programs/snap/,high,2026-04-06T02:48:10.708970+00:00,
Which agency administers {program} in {state}?,SNAP,NY,openai/gpt-oss-120b:free,5,Which agency administers SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services, administers the Supplemental Nutrition Assistance Program (SNAP) in New York."",
  ""source"": ""https://ogs.ny.gov/food-assistance/supplemental-nutrition-assistance-program-snap"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA), which is part of the New York State Department of Social Services, administers the Supplemental Nutrition Assistance Program (SNAP) in New York.",https://ogs.ny.gov/food-assistance/supplemental-nutrition-assistance-program-snap,high,2026-04-06T02:48:15.178061+00:00,
Which agency administers {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,1,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC)."",
  ""source"": ""https://www.hhs.texas.gov/services/food/supplemental-nutrition-assistance-program-snap"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC).,https://www.hhs.texas.gov/services/food/supplemental-nutrition-assistance-program-snap,high,2026-04-06T02:48:49.267744+00:00,
Which agency administers {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,2,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas."",
  ""source"": ""https://www.hhs.texas.gov/"",
  ""confidence"": ""high""
}",The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://www.hhs.texas.gov/,high,2026-04-06T02:49:04.095995+00:00,
Which agency administers {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,3,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC)"",
  ""source"": ""https://hhs.texas.gov/services/food/food-stamps"",
  ""confidence"": ""high""
}",The Texas Health and Human Services Commission (HHSC),https://hhs.texas.gov/services/food/food-stamps,high,2026-04-06T02:49:24.917100+00:00,
Which agency administers {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,4,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC)."",
  ""source"": ""https://hhs.texas.gov/services/food/food-stamps-snap"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC).,https://hhs.texas.gov/services/food/food-stamps-snap,high,2026-04-06T02:49:40.905821+00:00,
Which agency administers {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,5,Which agency administers SNAP in Texas?,"{
  ""answer"": ""Texas Health and Human Services Commission (HHSC)"",
  ""source"": ""https://hhs.texas.gov/services/food"",
  ""confidence"": ""high""
}",Texas Health and Human Services Commission (HHSC),https://hhs.texas.gov/services/food,high,2026-04-06T02:50:12.194790+00:00,
Which agency administers {program} in {state}?,SNAP,TX,openai/gpt-oss-120b:free,1,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC)."",
  ""source"": ""https://hhs.texas.gov/services/food/snap-texas"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC).,https://hhs.texas.gov/services/food/snap-texas,high,2026-04-06T02:50:16.005615+00:00,
Which agency administers {program} in {state}?,SNAP,TX,openai/gpt-oss-120b:free,2,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas."",
  ""source"": ""https://hhs.texas.gov/services/food/nutrition-assistance/snap"",
  ""confidence"": ""high""
}",The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://hhs.texas.gov/services/food/nutrition-assistance/snap,high,2026-04-06T02:50:20.009992+00:00,
Which agency administers {program} in {state}?,SNAP,TX,openai/gpt-oss-120b:free,3,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC)."",
  ""source"": ""https://hhs.texas.gov/food-nutrition/food-assistance-programs/snap-texas"",
  ""confidence"": ""high""
}",The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC).,https://hhs.texas.gov/food-nutrition/food-assistance-programs/snap-texas,high,2026-04-06T02:50:23.756343+00:00,
Which agency administers {program} in {state}?,SNAP,TX,openai/gpt-oss-120b:free,4,Which agency administers SNAP in Texas?,"{
  ""answer"": ""In Texas, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Texas Health and Human Services Commission (HHSC), specifically through its Food Assistance division."",
  ""source"": ""https://hhs.texas.gov/services/food/supplemental-nutrition-assistance-program-snap"",
  ""confidence"": ""high""
}","In Texas, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Texas Health and Human Services Commission (HHSC), specifically through its Food Assistance division.",https://hhs.texas.gov/services/food/supplemental-nutrition-assistance-program-snap,high,2026-04-06T02:50:27.949369+00:00,
Which agency administers {program} in {state}?,SNAP,TX,openai/gpt-oss-120b:free,5,Which agency administers SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas."",
  ""source"": ""https://hhs.texas.gov/food-assistance/snap"",
  ""confidence"": ""high""
}",The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://hhs.texas.gov/food-assistance/snap,high,2026-04-06T02:50:31.682374+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,qwen/qwen3.6-plus:free,1,"In Massachusetts, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Massachusetts Public Records Act, state agencies, including those administering Medicaid (MassHealth), must respond to a public records request within 10 business days of receiving it. Within this timeframe, the agency's Records Access Officer must either grant access to the records, deny the request with a detailed explanation of the specific legal exemption being invoked (such as medical privacy laws), or provide written notice that the response will be delayed and provide an estimated date for when the records will be available."",
  ""source"": ""https://www.mass.gov/how-to/make-a-public-records-request"",
  ""confidence"": ""high""
}","Under the Massachusetts Public Records Act, state agencies, including those administering Medicaid (MassHealth), must respond to a public records request within 10 business days of receiving it. Within this timeframe, the agency's Records Access Officer must either grant access to the records, deny the request with a detailed explanation of the specific legal exemption being invoked (such as medical privacy laws), or provide written notice that the response will be delayed and provide an estimated date for when the records will be available.",https://www.mass.gov/how-to/make-a-public-records-request,high,2026-04-06T02:51:18.099430+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,qwen/qwen3.6-plus:free,2,"In Massachusetts, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Massachusetts Public Records Law (M.G.L. Chapter 66, Section 10), state agencies that administer Medicaid (MassHealth), such as the Executive Office of Health and Human Services (EOHHS), must respond to written public records requests within 10 business days of receipt. A response within this timeframe can consist of producing the records, issuing a written denial citing specific statutory exemptions (such as HIPAA or state medical privacy laws which restrict access to individual Medicaid records), or acknowledging the request and providing a compliance date for when the records will be available."",
  ""source"": ""Massachusetts Secretary of the Commonwealth, Public Records Division (https://www.mass.gov/orgs/public-records-supervisor)"",
  ""confidence"": ""high""
}","Under the Massachusetts Public Records Law (M.G.L. Chapter 66, Section 10), state agencies that administer Medicaid (MassHealth), such as the Executive Office of Health and Human Services (EOHHS), must respond to written public records requests within 10 business days of receipt. A response within this timeframe can consist of producing the records, issuing a written denial citing specific statutory exemptions (such as HIPAA or state medical privacy laws which restrict access to individual Medicaid records), or acknowledging the request and providing a compliance date for when the records will be available.","Massachusetts Secretary of the Commonwealth, Public Records Division (https://www.mass.gov/orgs/public-records-supervisor)",high,2026-04-06T02:52:07.873636+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,qwen/qwen3.6-plus:free,4,"In Massachusetts, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Massachusetts Public Records Law, state agencies (including those administering Medicaid, known as MassHealth) must respond in writing to a public records request within 10 business days of receiving it. While the agency is required to respond within this timeframe to acknowledge the request, provide a timeline for fulfillment, or deny the request (such as citing privacy exemptions for protected health information), the actual production of records may take longer if extensive gathering or redaction is required."",
  ""source"": ""Massachusetts Public Records Access Office (Secretary of the Commonwealth), 'Public Records Law FAQs' - mass.gov"",
  ""confidence"": ""high""
}","Under the Massachusetts Public Records Law, state agencies (including those administering Medicaid, known as MassHealth) must respond in writing to a public records request within 10 business days of receiving it. While the agency is required to respond within this timeframe to acknowledge the request, provide a timeline for fulfillment, or deny the request (such as citing privacy exemptions for protected health information), the actual production of records may take longer if extensive gathering or redaction is required.","Massachusetts Public Records Access Office (Secretary of the Commonwealth), 'Public Records Law FAQs' - mass.gov",high,2026-04-06T02:52:47.931912+00:00,
